dataset	plr_error	target_entries	file	min	max	entries	capacity	materialized_unique	range_entries_sum	bucket_overlap_pairs
dense_1	0	2	0	0	0	1	1	1	1	0
dense_1	0	7	0	0	0	1	1	1	1	0
dense_1	0	16	0	0	0	1	1	1	1	0
dense_1	8	2	0	0	0	1	1	1	1	0
dense_1	8	7	0	0	0	1	1	1	1	0
dense_1	8	16	0	0	0	1	1	1	1	0
dense_3	0	2	0	0	1	2	2	2	2	0
dense_3	0	2	1	2	2	1	1	1	1	0
dense_3	0	7	0	0	2	3	3	3	3	0
dense_3	0	16	0	0	2	3	3	3	3	0
dense_3	8	2	0	0	1	2	2	2	2	0
dense_3	8	2	1	2	2	1	1	1	1	0
dense_3	8	7	0	0	2	3	3	3	3	0
dense_3	8	16	0	0	2	3	3	3	3	0
dense_5	0	2	0	0	1	2	2	2	2	0
dense_5	0	2	1	2	3	2	2	2	2	0
dense_5	0	2	2	4	4	1	1	1	1	0
dense_5	0	7	0	0	4	5	5	5	5	0
dense_5	0	16	0	0	4	5	5	5	5	0
dense_5	8	2	0	0	1	2	2	2	2	0
dense_5	8	2	1	2	3	2	2	2	2	0
dense_5	8	2	2	4	4	1	1	1	1	0
dense_5	8	7	0	0	4	5	5	5	5	0
dense_5	8	16	0	0	4	5	5	5	5	0
singleton_fallback	0	2	0	0	100	2	101	2	2	0
singleton_fallback	0	2	1	200	200	1	1	1	1	0
singleton_fallback	0	7	0	0	200	3	201	3	3	0
singleton_fallback	0	16	0	0	200	3	201	3	3	0
singleton_fallback	8	2	0	0	100	2	101	2	2	0
singleton_fallback	8	2	1	200	200	1	1	1	1	0
singleton_fallback	8	7	0	0	200	3	201	3	3	0
singleton_fallback	8	16	0	0	200	3	201	3	3	0
random_0	0	2	0	0	1	2	2	2	2	0
random_0	0	2	1	3	4	2	2	2	2	0
random_0	0	2	2	5	7	2	3	2	2	0
random_0	0	2	3	8	9	2	2	2	2	0
random_0	0	2	4	14	16	2	3	2	2	0
random_0	0	2	5	19	20	2	2	2	1	0
random_0	0	2	6	21	22	2	2	2	2	0
random_0	0	2	7	23	24	2	2	2	2	0
random_0	0	2	8	26	27	2	2	2	1	0
random_0	0	2	9	28	29	2	2	2	2	0
random_0	0	2	10	31	41	2	11	2	3	0
random_0	0	2	11	44	46	2	3	2	1	0
random_0	0	2	12	48	58	2	11	2	3	0
random_0	0	2	13	62	67	2	6	2	1	0
random_0	0	2	14	68	71	2	4	2	2	0
random_0	0	2	15	72	75	2	4	2	2	0
random_0	0	2	16	77	78	2	2	2	1	0
random_0	0	2	17	79	80	2	2	2	2	0
random_0	0	2	18	81	81	2	1	1	2	1
random_0	0	2	19	82	84	2	3	2	3	0
random_0	0	2	20	85	87	2	3	2	1	0
random_0	0	2	21	90	92	2	3	2	1	0
random_0	0	2	22	93	94	2	2	2	2	0
random_0	0	2	23	94	95	2	2	2	2	0
random_0	0	2	24	96	96	1	1	1	1	0
random_0	0	7	0	0	8	7	9	7	7	0
random_0	0	7	1	9	22	7	14	7	7	0
random_0	0	7	2	23	31	7	9	7	6	0
random_0	0	7	3	41	67	7	27	7	8	0
random_0	0	7	4	68	79	7	12	7	7	0
random_0	0	7	5	80	87	7	8	7	6	0
random_0	0	7	6	90	96	7	7	6	5	0
random_0	0	16	0	0	24	16	25	16	16	0
random_0	0	16	1	26	75	16	50	16	17	0
random_0	0	16	2	77	95	16	19	15	14	0
random_0	0	16	3	96	96	1	1	1	1	0
random_0	8	2	0	0	1	2	2	2	2	0
random_0	8	2	1	3	5	2	3	2	3	0
random_0	8	2	2	8	10	2	3	2	2	0
random_0	8	2	3	12	14	2	3	2	2	0
random_0	8	2	4	16	18	2	3	2	0	0
random_0	8	2	5	20	23	2	4	2	4	0
random_0	8	2	6	25	27	2	3	2	1	0
random_0	8	2	7	29	31	2	3	2	2	0
random_0	8	2	8	33	35	2	3	2	0	0
random_0	8	2	9	38	40	2	3	2	0	0
random_0	8	2	10	42	44	2	3	2	1	0
random_0	8	2	11	46	48	2	3	2	2	0
random_0	8	2	12	51	53	2	3	2	0	0
random_0	8	2	13	55	57	2	3	2	1	0
random_0	8	2	14	59	61	2	3	2	1	0
random_0	8	2	15	63	66	2	4	2	1	0
random_0	8	2	16	68	70	2	3	2	1	0
random_0	8	2	17	72	74	2	3	2	2	0
random_0	8	2	18	76	78	2	3	2	2	0
random_0	8	2	19	81	83	2	3	2	3	0
random_0	8	2	20	85	87	2	3	2	1	0
random_0	8	2	21	89	91	2	3	2	2	0
random_0	8	2	22	93	94	2	2	2	2	0
random_0	8	2	23	95	95	2	1	1	2	1
random_0	8	2	24	96	96	1	1	1	1	0
random_0	8	7	0	0	12	7	13	7	8	0
random_0	8	7	1	14	27	7	14	7	8	0
random_0	8	7	2	29	42	7	14	7	4	0
random_0	8	7	3	44	57	7	14	7	3	0
random_0	8	7	4	59	72	7	14	7	5	0
random_0	8	7	5	74	87	7	14	7	10	0
random_0	8	7	6	89	96	7	8	6	6	0
random_0	8	16	0	0	31	16	32	16	20	0
random_0	8	16	1	33	66	16	34	16	9	0
random_0	8	16	2	68	95	16	28	15	19	0
random_0	8	16	3	96	96	1	1	1	1	0
gapped_0	0	2	0	0	1	2	2	2	2	0
gapped_0	0	2	1	2	3	2	2	2	2	0
gapped_0	0	2	2	4	6	2	3	2	3	0
gapped_0	0	2	3	7	8	2	2	2	2	0
gapped_0	0	2	4	9	10	2	2	2	2	0
gapped_0	0	2	5	10	11	2	2	2	2	0
gapped_0	0	2	6	12	100	2	89	2	2	0
gapped_0	0	2	7	102	103	2	2	2	2	0
gapped_0	0	2	8	104	105	2	2	2	2	0
gapped_0	0	2	9	106	107	2	2	2	2	0
gapped_0	0	2	10	108	109	2	2	2	2	0
gapped_0	0	2	11	110	111	2	2	2	2	0
gapped_0	0	2	12	111	112	2	2	2	2	0
gapped_0	0	2	13	201	202	2	2	2	2	0
gapped_0	0	2	14	203	204	2	2	2	2	0
gapped_0	0	2	15	205	206	2	2	2	2	0
gapped_0	0	2	16	207	208	2	2	2	2	0
gapped_0	0	2	17	209	210	2	2	2	2	0
gapped_0	0	2	18	211	211	2	1	1	2	1
gapped_0	0	2	19	300	301	2	2	2	2	0
gapped_0	0	2	20	302	303	2	2	2	2	0
gapped_0	0	2	21	304	305	2	2	2	2	0
gapped_0	0	2	22	306	307	2	2	2	2	0
gapped_0	0	2	23	308	308	2	1	1	2	1
gapped_0	0	2	24	309	309	1	1	1	1	0
gapped_0	0	7	0	0	7	7	8	7	8	0
gapped_0	0	7	1	8	100	7	93	7	6	0
gapped_0	0	7	2	102	108	7	7	7	7	0
gapped_0	0	7	3	109	202	7	94	7	7	0
gapped_0	0	7	4	203	209	7	7	7	7	0
gapped_0	0	7	5	210	303	7	94	7	7	0
gapped_0	0	7	6	304	309	7	6	6	7	1
gapped_0	0	16	0	0	103	16	104	16	17	0
gapped_0	0	16	1	104	206	16	103	16	16	0
gapped_0	0	16	2	207	308	16	102	15	15	0
gapped_0	0	16	3	309	309	1	1	1	1	0
gapped_0	8	2	0	0	1	2	2	2	2	0
gapped_0	8	2	1	3	10	2	8	2	8	0
gapped_0	8	2	2	17	24	2	8	2	0	0
gapped_0	8	2	3	32	39	2	8	2	0	0
gapped_0	8	2	4	46	53	2	8	2	0	0
gapped_0	8	2	5	60	68	2	9	2	0	0
gapped_0	8	2	6	75	82	2	8	2	0	0
gapped_0	8	2	7	89	96	2	8	2	0	0
gapped_0	8	2	8	104	111	2	8	2	8	0
gapped_0	8	2	9	118	125	2	8	2	0	0
gapped_0	8	2	10	132	140	2	9	2	0	0
gapped_0	8	2	11	147	154	2	8	2	0	0
gapped_0	8	2	12	161	168	2	8	2	0	0
gapped_0	8	2	13	176	183	2	8	2	0	0
gapped_0	8	2	14	190	197	2	8	2	0	0
gapped_0	8	2	15	204	212	2	9	2	9	0
gapped_0	8	2	16	219	226	2	8	2	0	0
gapped_0	8	2	17	233	240	2	8	2	0	0
gapped_0	8	2	18	248	255	2	8	2	0	0
gapped_0	8	2	19	262	269	2	8	2	0	0
gapped_0	8	2	20	277	284	2	8	2	0	0
gapped_0	8	2	21	291	298	2	8	2	0	0
gapped_0	8	2	22	305	307	2	3	2	3	0
gapped_0	8	2	23	308	308	2	1	1	2	1
gapped_0	8	2	24	309	309	1	1	1	1	0
gapped_0	8	7	0	0	32	7	33	7	13	0
gapped_0	8	7	1	39	82	7	44	7	0	0
gapped_0	8	7	2	89	132	7	44	7	13	0
gapped_0	8	7	3	140	183	7	44	7	0	0
gapped_0	8	7	4	190	233	7	44	7	13	0
gapped_0	8	7	5	240	284	7	45	7	0	0
gapped_0	8	7	6	291	309	7	19	6	10	0
gapped_0	8	16	0	0	96	16	97	16	13	0
gapped_0	8	16	1	104	212	16	109	16	22	0
gapped_0	8	16	2	219	308	16	90	15	9	0
gapped_0	8	16	3	309	309	1	1	1	1	0
random_1	0	2	0	1	4	2	4	2	2	0
random_1	0	2	1	5	6	2	2	2	2	0
random_1	0	2	2	6	7	2	2	2	2	0
random_1	0	2	3	11	16	2	6	2	3	0
random_1	0	2	4	19	21	2	3	2	0	0
random_1	0	2	5	22	23	2	2	2	2	0
random_1	0	2	6	23	29	2	7	2	3	0
random_1	0	2	7	34	35	2	2	2	2	0
random_1	0	2	8	36	37	2	2	2	2	0
random_1	0	2	9	41	49	2	9	2	3	0
random_1	0	2	10	50	52	2	3	2	2	0
random_1	0	2	11	54	56	2	3	2	2	0
random_1	0	2	12	60	61	2	2	2	2	0
random_1	0	2	13	64	68	2	5	2	1	0
random_1	0	2	14	69	70	2	2	2	2	0
random_1	0	2	15	74	75	2	2	2	2	0
random_1	0	2	16	75	76	2	2	2	2	0
random_1	0	2	17	78	79	2	2	2	2	0
random_1	0	2	18	79	80	2	2	2	2	0
random_1	0	2	19	81	82	2	2	2	2	0
random_1	0	2	20	82	83	2	2	2	2	0
random_1	0	2	21	86	88	2	3	2	2	0
random_1	0	2	22	89	90	2	2	2	2	0
random_1	0	2	23	91	92	2	2	2	1	0
random_1	0	2	24	93	98	2	6	2	4	0
random_1	0	7	0	1	11	7	11	7	6	0
random_1	0	7	1	16	29	7	14	7	6	0
random_1	0	7	2	34	50	7	17	7	8	0
random_1	0	7	3	52	68	7	17	7	7	0
random_1	0	7	4	69	78	7	10	7	7	0
random_1	0	7	5	79	83	7	5	5	7	2
random_1	0	7	6	86	93	7	8	7	6	0
random_1	0	7	7	94	98	1	5	1	3	0
random_1	0	16	0	1	35	16	35	16	15	0
random_1	0	16	1	36	75	16	40	16	17	0
random_1	0	16	2	75	92	16	18	16	15	0
random_1	0	16	3	93	98	2	6	2	4	0
random_1	8	2	0	1	4	2	4	2	2	0
random_1	8	2	1	5	7	2	3	2	3	0
random_1	8	2	2	9	11	2	3	2	1	0
random_1	8	2	3	13	15	2	3	2	1	0
random_1	8	2	4	17	19	2	3	2	1	0
random_1	8	2	5	21	23	2	3	2	2	0
random_1	8	2	6	25	27	2	3	2	0	0
random_1	8	2	7	29	31	2	3	2	0	0
random_1	8	2	8	33	35	2	3	2	2	0
random_1	8	2	9	37	39	2	3	2	1	0
random_1	8	2	10	41	43	2	3	2	1	0
random_1	8	2	11	45	47	2	3	2	0	0
random_1	8	2	12	49	50	2	2	2	2	0
random_1	8	2	13	52	54	2	3	2	1	0
random_1	8	2	14	56	58	2	3	2	1	0
random_1	8	2	15	60	62	2	3	2	2	0
random_1	8	2	16	64	66	2	3	2	0	0
random_1	8	2	17	68	70	2	3	2	2	0
random_1	8	2	18	72	74	2	3	2	1	0
random_1	8	2	19	76	78	2	3	2	3	0
random_1	8	2	20	80	82	2	3	2	3	0
random_1	8	2	21	84	86	2	3	2	2	0
random_1	8	2	22	88	90	2	3	2	3	0
random_1	8	2	23	92	94	2	3	2	2	0
random_1	8	2	24	96	98	2	3	2	2	0
random_1	8	7	0	1	13	7	13	7	7	0
random_1	8	7	1	15	27	7	13	7	5	0
random_1	8	7	2	29	41	7	13	7	5	0
random_1	8	7	3	43	54	7	12	7	4	0
random_1	8	7	4	56	68	7	13	7	5	0
random_1	8	7	5	70	82	7	13	7	10	0
random_1	8	7	6	84	96	7	13	7	9	0
random_1	8	7	7	98	98	1	1	1	1	0
random_1	8	16	0	1	31	16	31	16	13	0
random_1	8	16	1	33	62	16	30	16	13	0
random_1	8	16	2	64	94	16	31	16	21	0
random_1	8	16	3	96	98	2	3	2	2	0
gapped_1	0	2	0	0	1	2	2	2	2	0
gapped_1	0	2	1	2	3	2	2	2	2	0
gapped_1	0	2	2	4	5	2	2	2	2	0
gapped_1	0	2	3	7	8	2	2	2	2	0
gapped_1	0	2	4	9	10	2	2	2	2	0
gapped_1	0	2	5	10	11	2	2	2	2	0
gapped_1	0	2	6	12	117	2	106	2	2	0
gapped_1	0	2	7	119	120	2	2	2	2	0
gapped_1	0	2	8	121	122	2	2	2	2	0
gapped_1	0	2	9	123	124	2	2	2	2	0
gapped_1	0	2	10	125	126	2	2	2	2	0
gapped_1	0	2	11	127	128	2	2	2	2	0
gapped_1	0	2	12	128	129	2	2	2	2	0
gapped_1	0	2	13	235	236	2	2	2	2	0
gapped_1	0	2	14	237	238	2	2	2	2	0
gapped_1	0	2	15	239	240	2	2	2	2	0
gapped_1	0	2	16	241	242	2	2	2	2	0
gapped_1	0	2	17	243	244	2	2	2	2	0
gapped_1	0	2	18	245	245	2	1	1	2	1
gapped_1	0	2	19	246	352	2	107	2	3	0
gapped_1	0	2	20	353	354	2	2	2	2	0
gapped_1	0	2	21	355	356	2	2	2	2	0
gapped_1	0	2	22	357	358	2	2	2	2	0
gapped_1	0	2	23	359	360	2	2	2	2	0
gapped_1	0	2	24	360	361	2	2	2	2	0
gapped_1	0	7	0	0	7	7	8	7	8	0
gapped_1	0	7	1	8	117	7	110	7	6	0
gapped_1	0	7	2	119	125	7	7	7	7	0
gapped_1	0	7	3	126	236	7	111	7	7	0
gapped_1	0	7	4	237	243	7	7	7	7	0
gapped_1	0	7	5	244	354	7	111	7	7	0
gapped_1	0	7	6	355	360	7	6	6	7	1
gapped_1	0	7	7	361	361	1	1	1	1	0
gapped_1	0	16	0	0	120	16	121	16	17	0
gapped_1	0	16	1	121	240	16	120	16	16	0
gapped_1	0	16	2	241	360	16	120	16	16	0
gapped_1	0	16	3	360	361	2	2	2	2	0
gapped_1	8	2	0	0	1	2	2	2	2	0
gapped_1	8	2	1	3	11	2	9	2	9	0
gapped_1	8	2	2	19	28	2	10	2	0	0
gapped_1	8	2	3	36	44	2	9	2	0	0
gapped_1	8	2	4	52	61	2	10	2	0	0
gapped_1	8	2	5	69	77	2	9	2	0	0
gapped_1	8	2	6	85	94	2	10	2	0	0
gapped_1	8	2	7	102	110	2	9	2	0	0
gapped_1	8	2	8	118	126	2	9	2	9	0
gapped_1	8	2	9	135	143	2	9	2	0	0
gapped_1	8	2	10	151	159	2	9	2	0	0
gapped_1	8	2	11	168	176	2	9	2	0	0
gapped_1	8	2	12	184	192	2	9	2	0	0
gapped_1	8	2	13	201	209	2	9	2	0	0
gapped_1	8	2	14	217	225	2	9	2	0	0
gapped_1	8	2	15	234	242	2	9	2	9	0
gapped_1	8	2	16	250	258	2	9	2	0	0
gapped_1	8	2	17	267	275	2	9	2	0	0
gapped_1	8	2	18	283	291	2	9	2	0	0
gapped_1	8	2	19	299	308	2	10	2	0	0
gapped_1	8	2	20	316	324	2	9	2	0	0
gapped_1	8	2	21	332	341	2	10	2	0	0
gapped_1	8	2	22	349	357	2	9	2	7	0
gapped_1	8	2	23	359	360	2	2	2	2	0
gapped_1	8	2	24	360	361	2	2	2	2	0
gapped_1	8	7	0	0	36	7	37	7	13	0
gapped_1	8	7	1	44	94	7	51	7	0	0
gapped_1	8	7	2	102	151	7	50	7	13	0
gapped_1	8	7	3	159	209	7	51	7	0	0
gapped_1	8	7	4	217	267	7	51	7	13	0
gapped_1	8	7	5	275	324	7	50	7	0	0
gapped_1	8	7	6	332	360	7	29	6	10	0
gapped_1	8	7	7	361	361	1	1	1	1	0
gapped_1	8	16	0	0	110	16	111	16	13	0
gapped_1	8	16	1	118	242	16	125	16	21	0
gapped_1	8	16	2	250	360	16	111	16	10	0
gapped_1	8	16	3	360	361	2	2	2	2	0
random_2	0	2	0	0	3	2	4	2	2	0
random_2	0	2	1	4	6	2	3	2	2	0
random_2	0	2	2	8	9	2	2	2	1	0
random_2	0	2	3	10	11	2	2	2	2	0
random_2	0	2	4	12	13	2	2	2	2	0
random_2	0	2	5	14	17	2	4	2	2	0
random_2	0	2	6	22	23	2	2	2	2	0
random_2	0	2	7	25	26	2	2	2	1	0
random_2	0	2	8	29	30	2	2	2	2	0
random_2	0	2	9	30	31	2	2	2	2	0
random_2	0	2	10	34	36	2	3	2	1	0
random_2	0	2	11	37	38	2	2	2	2	0
random_2	0	2	12	39	45	2	7	2	3	0
random_2	0	2	13	48	52	2	5	2	2	0
random_2	0	2	14	54	56	2	3	2	1	0
random_2	0	2	15	59	60	2	2	2	1	0
random_2	0	2	16	61	61	2	1	1	2	1
random_2	0	2	17	64	66	2	3	2	2	0
random_2	0	2	18	68	69	2	2	2	0	0
random_2	0	2	19	70	71	2	2	2	2	0
random_2	0	2	20	73	75	2	3	2	2	0
random_2	0	2	21	77	78	2	2	2	2	0
random_2	0	2	22	80	85	2	6	2	3	0
random_2	0	2	23	86	87	2	2	2	2	0
random_2	0	2	24	91	99	2	9	2	1	0
random_2	0	2	25	101	101	1	1	1	1	0
random_2	0	7	0	0	10	7	11	7	6	0
random_2	0	7	1	11	23	7	13	7	8	0
random_2	0	7	2	25	34	7	10	7	5	0
random_2	0	7	3	36	52	7	17	7	7	0
random_2	0	7	4	54	64	7	11	7	5	0
random_2	0	7	5	66	75	7	10	7	7	0
random_2	0	7	6	77	91	7	15	7	7	0
random_2	0	7	7	99	101	2	3	2	2	0
random_2	0	16	0	0	26	16	27	16	16	0
random_2	0	16	1	29	60	16	32	16	15	0
random_2	0	16	2	61	87	16	27	16	17	0
random_2	0	16	3	91	101	3	11	3	3	0
random_2	8	2	0	0	3	2	4	2	2	0
random_2	8	2	1	4	6	2	3	2	2	0
random_2	8	2	2	8	10	2	3	2	2	0
random_2	8	2	3	12	14	2	3	2	3	0
random_2	8	2	4	16	18	2	3	2	1	0
random_2	8	2	5	20	22	2	3	2	1	0
random_2	8	2	6	24	26	2	3	2	2	0
random_2	8	2	7	28	30	2	3	2	2	0
random_2	8	2	8	32	34	2	3	2	1	0
random_2	8	2	9	36	38	2	3	2	2	0
random_2	8	2	10	40	42	2	3	2	1	0
random_2	8	2	11	44	46	2	3	2	2	0
random_2	8	2	12	47	49	2	3	2	0	0
random_2	8	2	13	51	53	2	3	2	2	0
random_2	8	2	14	55	57	2	3	2	1	0
random_2	8	2	15	59	61	2	3	2	2	0
random_2	8	2	16	63	65	2	3	2	1	0
random_2	8	2	17	67	69	2	3	2	1	0
random_2	8	2	18	71	73	2	3	2	3	0
random_2	8	2	19	75	77	2	3	2	2	0
random_2	8	2	20	79	81	2	3	2	1	0
random_2	8	2	21	83	85	2	3	2	1	0
random_2	8	2	22	87	89	2	3	2	1	0
random_2	8	2	23	91	93	2	3	2	1	0
random_2	8	2	24	99	100	2	2	2	1	0
random_2	8	2	25	101	101	1	1	1	1	0
random_2	8	7	0	0	12	7	13	7	8	0
random_2	8	7	1	14	26	7	13	7	7	0
random_2	8	7	2	28	40	7	13	7	8	0
random_2	8	7	3	42	53	7	12	7	5	0
random_2	8	7	4	55	67	7	13	7	7	0
random_2	8	7	5	69	81	7	13	7	8	0
random_2	8	7	6	83	99	7	17	7	4	0
random_2	8	7	7	100	101	2	2	2	2	0
random_2	8	16	0	0	30	16	31	16	18	0
random_2	8	16	1	32	61	16	30	16	13	0
random_2	8	16	2	63	93	16	31	16	16	0
random_2	8	16	3	99	101	3	3	3	2	0
gapped_2	0	2	0	0	1	2	2	2	2	0
gapped_2	0	2	1	2	3	2	2	2	2	0
gapped_2	0	2	2	4	5	2	2	2	2	0
gapped_2	0	2	3	7	8	2	2	2	2	0
gapped_2	0	2	4	9	10	2	2	2	2	0
gapped_2	0	2	5	10	11	2	2	2	2	0
gapped_2	0	2	6	12	134	2	123	2	2	0
gapped_2	0	2	7	136	137	2	2	2	2	0
gapped_2	0	2	8	138	139	2	2	2	2	0
gapped_2	0	2	9	140	141	2	2	2	2	0
gapped_2	0	2	10	142	143	2	2	2	2	0
gapped_2	0	2	11	144	145	2	2	2	2	0
gapped_2	0	2	12	145	146	2	2	2	2	0
gapped_2	0	2	13	269	270	2	2	2	2	0
gapped_2	0	2	14	271	272	2	2	2	2	0
gapped_2	0	2	15	273	274	2	2	2	2	0
gapped_2	0	2	16	275	276	2	2	2	2	0
gapped_2	0	2	17	277	278	2	2	2	2	0
gapped_2	0	2	18	279	279	2	1	1	2	1
gapped_2	0	2	19	280	403	2	124	2	3	0
gapped_2	0	2	20	404	405	2	2	2	2	0
gapped_2	0	2	21	406	407	2	2	2	2	0
gapped_2	0	2	22	408	409	2	2	2	2	0
gapped_2	0	2	23	410	411	2	2	2	2	0
gapped_2	0	2	24	412	412	2	1	1	2	1
gapped_2	0	2	25	413	413	1	1	1	1	0
gapped_2	0	7	0	0	7	7	8	7	8	0
gapped_2	0	7	1	8	134	7	127	7	6	0
gapped_2	0	7	2	136	142	7	7	7	7	0
gapped_2	0	7	3	143	270	7	128	7	7	0
gapped_2	0	7	4	271	277	7	7	7	7	0
gapped_2	0	7	5	278	405	7	128	7	7	0
gapped_2	0	7	6	406	412	7	7	7	7	0
gapped_2	0	7	7	412	413	2	2	2	2	0
gapped_2	0	16	0	0	137	16	138	16	17	0
gapped_2	0	16	1	138	274	16	137	16	16	0
gapped_2	0	16	2	275	411	16	137	16	16	0
gapped_2	0	16	3	412	413	3	2	2	3	1
gapped_2	8	2	0	0	1	2	2	2	2	0
gapped_2	8	2	1	3	12	2	10	2	10	0
gapped_2	8	2	2	21	31	2	11	2	0	0
gapped_2	8	2	3	40	49	2	10	2	0	0
gapped_2	8	2	4	58	68	2	11	2	0	0
gapped_2	8	2	5	77	86	2	10	2	0	0
gapped_2	8	2	6	95	105	2	11	2	0	0
gapped_2	8	2	7	114	123	2	10	2	0	0
gapped_2	8	2	8	132	141	2	10	2	8	0
gapped_2	8	2	9	151	160	2	10	2	0	0
gapped_2	8	2	10	169	178	2	10	2	0	0
gapped_2	8	2	11	188	197	2	10	2	0	0
gapped_2	8	2	12	206	215	2	10	2	0	0
gapped_2	8	2	13	224	234	2	11	2	0	0
gapped_2	8	2	14	243	252	2	10	2	0	0
gapped_2	8	2	15	261	271	2	11	2	4	0
gapped_2	8	2	16	280	289	2	10	2	1	0
gapped_2	8	2	17	298	307	2	10	2	0	0
gapped_2	8	2	18	317	326	2	10	2	0	0
gapped_2	8	2	19	335	344	2	10	2	0	0
gapped_2	8	2	20	354	363	2	10	2	0	0
gapped_2	8	2	21	372	381	2	10	2	0	0
gapped_2	8	2	22	390	400	2	11	2	0	0
gapped_2	8	2	23	409	411	2	3	2	3	0
gapped_2	8	2	24	412	412	2	1	1	2	1
gapped_2	8	2	25	413	413	1	1	1	1	0
gapped_2	8	7	0	0	40	7	41	7	13	0
gapped_2	8	7	1	49	105	7	57	7	0	0
gapped_2	8	7	2	114	169	7	56	7	13	0
gapped_2	8	7	3	178	234	7	57	7	0	0
gapped_2	8	7	4	243	298	7	56	7	13	0
gapped_2	8	7	5	307	363	7	57	7	0	0
gapped_2	8	7	6	372	412	7	41	7	11	0
gapped_2	8	7	7	412	413	2	2	2	2	0
gapped_2	8	16	0	0	123	16	124	16	13	0
gapped_2	8	16	1	132	271	16	140	16	17	0
gapped_2	8	16	2	280	411	16	132	16	11	0
gapped_2	8	16	3	412	413	3	2	2	3	1
random_3	0	2	0	2	5	2	4	2	2	0
random_3	0	2	1	7	8	2	2	2	0	0
random_3	0	2	2	11	13	2	3	2	2	0
random_3	0	2	3	19	22	2	4	2	2	0
random_3	0	2	4	24	25	2	2	2	2	0
random_3	0	2	5	25	28	2	4	2	3	0
random_3	0	2	6	29	34	2	6	2	2	0
random_3	0	2	7	35	36	2	2	2	2	0
random_3	0	2	8	37	38	2	2	2	1	0
random_3	0	2	9	40	41	2	2	2	1	0
random_3	0	2	10	45	48	2	4	2	2	0
random_3	0	2	11	49	50	2	2	2	1	0
random_3	0	2	12	52	57	2	6	2	3	0
random_3	0	2	13	60	61	2	2	2	2	0
random_3	0	2	14	62	63	2	2	2	1	0
random_3	0	2	15	64	65	2	2	2	2	0
random_3	0	2	16	67	70	2	4	2	1	0
random_3	0	2	17	72	72	2	1	1	2	1
random_3	0	2	18	73	77	2	5	2	2	0
random_3	0	2	19	78	80	2	3	2	2	0
random_3	0	2	20	82	84	2	3	2	1	0
random_3	0	2	21	85	86	2	2	2	1	0
random_3	0	2	22	88	89	2	2	2	2	0
random_3	0	2	23	90	91	2	2	2	2	0
random_3	0	2	24	91	92	2	2	2	2	0
random_3	0	2	25	98	103	2	6	2	3	0
random_3	0	7	0	2	19	7	18	7	8	0
random_3	0	7	1	22	34	7	13	7	7	0
random_3	0	7	2	35	45	7	11	7	7	0
random_3	0	7	3	48	61	7	14	7	8	0
random_3	0	7	4	62	72	7	11	7	6	0
random_3	0	7	5	72	84	7	13	7	7	0
random_3	0	7	6	85	91	7	7	6	6	0
random_3	0	7	7	92	103	3	12	3	4	0
random_3	0	16	0	2	36	16	35	16	17	0
random_3	0	16	1	37	65	16	29	16	16	0
random_3	0	16	2	67	91	16	25	16	14	0
random_3	0	16	3	91	103	4	13	4	5	0
random_3	8	2	0	2	5	2	4	2	2	0
random_3	8	2	1	6	8	2	3	2	1	0
random_3	8	2	2	10	12	2	3	2	1	0
random_3	8	2	3	14	16	2	3	2	0	0
random_3	8	2	4	18	20	2	3	2	2	0
random_3	8	2	5	22	24	2	3	2	2	0
random_3	8	2	6	27	29	2	3	2	2	0
random_3	8	2	7	31	33	2	3	2	0	0
random_3	8	2	8	35	37	2	3	2	2	0
random_3	8	2	9	39	41	2	3	2	2	0
random_3	8	2	10	43	45	2	3	2	2	0
random_3	8	2	11	47	49	2	3	2	2	0
random_3	8	2	12	51	53	2	3	2	2	0
random_3	8	2	13	55	57	2	3	2	1	0
random_3	8	2	14	59	61	2	3	2	2	0
random_3	8	2	15	63	65	2	3	2	3	0
random_3	8	2	16	67	69	2	3	2	0	0
random_3	8	2	17	71	73	2	3	2	2	0
random_3	8	2	18	75	77	2	3	2	1	0
random_3	8	2	19	79	81	2	3	2	2	0
random_3	8	2	20	83	86	2	4	2	2	0
random_3	8	2	21	88	90	2	3	2	3	0
random_3	8	2	22	92	94	2	3	2	1	0
random_3	8	2	23	96	98	2	3	2	0	0
random_3	8	2	24	100	100	2	1	1	2	1
random_3	8	2	25	101	103	2	3	2	2	0
random_3	8	7	0	2	14	7	13	7	6	0
random_3	8	7	1	16	29	7	14	7	8	0
random_3	8	7	2	31	43	7	13	7	7	0
random_3	8	7	3	45	57	7	13	7	7	0
random_3	8	7	4	59	71	7	13	7	7	0
random_3	8	7	5	73	86	7	14	7	7	0
random_3	8	7	6	88	100	7	13	7	6	0
random_3	8	7	7	100	103	3	4	3	3	0
random_3	8	16	0	2	33	16	32	16	14	0
random_3	8	16	1	35	65	16	31	16	18	0
random_3	8	16	2	67	98	16	32	16	15	0
random_3	8	16	3	100	103	4	4	4	3	0
gapped_3	0	2	0	0	1	2	2	2	2	0
gapped_3	0	2	1	2	3	2	2	2	2	0
gapped_3	0	2	2	4	5	2	2	2	2	0
gapped_3	0	2	3	6	8	2	3	2	3	0
gapped_3	0	2	4	9	10	2	2	2	2	0
gapped_3	0	2	5	10	11	2	2	2	2	0
gapped_3	0	2	6	12	151	2	140	2	2	0
