dataset	plr_error	target_entries	file	min	max	entries	capacity	materialized_unique	range_entries_sum	bucket_overlap_pairs
random_8	0	7	7	91	104	7	14	7	7	0
random_8	0	7	8	105	111	1	7	1	2	0
random_8	0	16	0	1	27	16	27	16	16	0
random_8	0	16	1	28	52	16	25	16	14	0
random_8	0	16	2	53	89	16	37	16	17	0
random_8	0	16	3	90	111	9	22	9	10	0
random_8	8	2	0	1	2	2	2	2	2	0
random_8	8	2	1	3	5	2	3	2	3	0
random_8	8	2	2	7	9	2	3	2	1	0
random_8	8	2	3	11	13	2	3	2	1	0
random_8	8	2	4	15	17	2	3	2	2	0
random_8	8	2	5	19	21	2	3	2	2	0
random_8	8	2	6	22	24	2	3	2	1	0
random_8	8	2	7	26	28	2	3	2	2	0
random_8	8	2	8	30	32	2	3	2	2	0
random_8	8	2	9	34	36	2	3	2	0	0
random_8	8	2	10	38	40	2	3	2	3	0
random_8	8	2	11	42	44	2	3	2	1	0
random_8	8	2	12	46	48	2	3	2	2	0
random_8	8	2	13	50	52	2	3	2	1	0
random_8	8	2	14	53	55	2	3	2	3	0
random_8	8	2	15	57	59	2	3	2	1	0
random_8	8	2	16	61	63	2	3	2	2	0
random_8	8	2	17	65	67	2	3	2	3	0
random_8	8	2	18	69	71	2	3	2	1	0
random_8	8	2	19	73	75	2	3	2	1	0
random_8	8	2	20	77	79	2	3	2	0	0
random_8	8	2	21	81	83	2	3	2	1	0
random_8	8	2	22	85	86	2	2	2	0	0
random_8	8	2	23	88	90	2	3	2	3	0
random_8	8	2	24	92	94	2	3	2	1	0
random_8	8	2	25	96	98	2	3	2	3	0
random_8	8	2	26	100	102	2	3	2	0	0
random_8	8	2	27	104	104	2	1	1	2	1
random_8	8	2	28	105	111	1	7	1	2	0
random_8	8	7	0	1	11	7	11	7	8	0
random_8	8	7	1	13	24	7	12	7	5	0
random_8	8	7	2	26	38	7	13	7	7	0
random_8	8	7	3	40	52	7	13	7	7	0
random_8	8	7	4	53	65	7	13	7	7	0
random_8	8	7	5	67	79	7	13	7	5	0
random_8	8	7	6	81	92	7	12	7	5	0
random_8	8	7	7	94	104	7	11	6	6	0
random_8	8	7	8	105	111	1	7	1	2	0
random_8	8	16	0	1	28	16	28	16	17	0
random_8	8	16	1	30	59	16	30	16	16	0
random_8	8	16	2	61	90	16	30	16	14	0
random_8	8	16	3	92	111	9	20	9	9	0
gapped_8	0	2	0	0	1	2	2	2	2	0
gapped_8	0	2	1	2	3	2	2	2	2	0
gapped_8	0	2	2	4	5	2	2	2	2	0
gapped_8	0	2	3	6	7	2	2	2	2	0
gapped_8	0	2	4	8	9	2	2	2	2	0
gapped_8	0	2	5	10	11	2	2	2	2	0
gapped_8	0	2	6	11	236	2	226	2	3	0
gapped_8	0	2	7	237	238	2	2	2	2	0
gapped_8	0	2	8	239	240	2	2	2	2	0
gapped_8	0	2	9	241	242	2	2	2	2	0
gapped_8	0	2	10	243	245	2	3	2	3	0
gapped_8	0	2	11	246	246	2	1	1	2	1
gapped_8	0	2	12	247	247	2	1	1	2	1
gapped_8	0	2	13	472	473	2	2	2	2	0
gapped_8	0	2	14	474	475	2	2	2	2	0
gapped_8	0	2	15	476	477	2	2	2	2	0
gapped_8	0	2	16	478	480	2	3	2	3	0
gapped_8	0	2	17	481	482	2	2	2	2	0
gapped_8	0	2	18	482	483	2	2	2	2	0
gapped_8	0	2	19	484	708	2	225	2	2	0
gapped_8	0	2	20	709	710	2	2	2	2	0
gapped_8	0	2	21	711	712	2	2	2	2	0
gapped_8	0	2	22	714	715	2	2	2	2	0
gapped_8	0	2	23	716	717	2	2	2	2	0
gapped_8	0	2	24	718	718	2	1	1	2	1
gapped_8	0	2	25	719	720	2	2	2	2	0
gapped_8	0	2	26	944	945	2	2	2	2	0
gapped_8	0	2	27	946	947	2	2	2	2	0
gapped_8	0	2	28	947	948	1	2	1	2	0
gapped_8	0	7	0	0	6	7	7	7	7	0
gapped_8	0	7	1	7	236	7	230	7	7	0
gapped_8	0	7	2	237	243	7	7	7	7	0
gapped_8	0	7	3	245	473	7	229	7	6	0
gapped_8	0	7	4	474	481	7	8	7	8	0
gapped_8	0	7	5	482	710	7	229	7	6	0
gapped_8	0	7	6	711	718	7	8	7	8	0
gapped_8	0	7	7	718	947	7	230	7	7	0
gapped_8	0	7	8	947	948	1	2	1	2	0
gapped_8	0	16	0	0	238	16	239	16	16	0
gapped_8	0	16	1	239	477	16	239	16	16	0
gapped_8	0	16	2	478	717	16	240	16	17	0
gapped_8	0	16	3	718	948	9	231	9	8	0
gapped_8	8	2	0	0	1	2	2	2	2	0
gapped_8	8	2	1	3	22	2	20	2	10	0
gapped_8	8	2	2	40	59	2	20	2	0	0
gapped_8	8	2	3	77	95	2	19	2	0	0
gapped_8	8	2	4	114	132	2	19	2	0	0
gapped_8	8	2	5	151	169	2	19	2	0	0
gapped_8	8	2	6	188	206	2	19	2	0	0
gapped_8	8	2	7	224	243	2	20	2	8	0
gapped_8	8	2	8	261	280	2	20	2	0	0
gapped_8	8	2	9	298	317	2	20	2	0	0
gapped_8	8	2	10	335	354	2	20	2	0	0
gapped_8	8	2	11	372	390	2	19	2	0	0
gapped_8	8	2	12	409	427	2	19	2	0	0
gapped_8	8	2	13	446	464	2	19	2	0	0
gapped_8	8	2	14	483	501	2	19	2	2	0
gapped_8	8	2	15	519	538	2	20	2	0	0
gapped_8	8	2	16	556	575	2	20	2	0	0
gapped_8	8	2	17	593	612	2	20	2	0	0
gapped_8	8	2	18	630	649	2	20	2	0	0
gapped_8	8	2	19	667	685	2	19	2	0	0
gapped_8	8	2	20	704	722	2	19	2	13	0
gapped_8	8	2	21	741	759	2	19	2	0	0
gapped_8	8	2	22	778	796	2	19	2	0	0
gapped_8	8	2	23	814	833	2	20	2	0	0
gapped_8	8	2	24	851	870	2	20	2	0	0
gapped_8	8	2	25	888	907	2	20	2	0	0
gapped_8	8	2	26	925	944	2	20	2	1	0
gapped_8	8	2	27	946	947	2	2	2	2	0
gapped_8	8	2	28	947	948	1	2	1	2	0
gapped_8	8	7	0	0	77	7	78	7	13	0
gapped_8	8	7	1	95	206	7	112	7	0	0
gapped_8	8	7	2	224	335	7	112	7	13	0
gapped_8	8	7	3	354	464	7	111	7	0	0
gapped_8	8	7	4	483	593	7	111	7	2	0
gapped_8	8	7	5	612	722	7	111	7	13	0
gapped_8	8	7	6	741	851	7	111	7	0	0
gapped_8	8	7	7	870	947	7	78	7	4	0
gapped_8	8	7	8	947	948	1	2	1	2	0
gapped_8	8	16	0	0	243	16	244	16	21	0
gapped_8	8	16	1	261	538	16	278	16	13	0
gapped_8	8	16	2	556	833	16	278	16	13	0
gapped_8	8	16	3	851	948	9	98	9	5	0
random_9	0	2	0	0	7	2	8	2	2	0
random_9	0	2	1	10	12	2	3	2	0	0
random_9	0	2	2	13	14	2	2	2	2	0
random_9	0	2	3	15	16	2	2	2	2	0
random_9	0	2	4	17	18	2	2	2	2	0
random_9	0	2	5	19	20	2	2	2	1	0
random_9	0	2	6	24	31	2	8	2	3	0
random_9	0	2	7	33	34	2	2	2	2	0
random_9	0	2	8	35	38	2	4	2	2	0
random_9	0	2	9	39	40	2	2	2	1	0
random_9	0	2	10	41	43	2	3	2	2	0
random_9	0	2	11	45	47	2	3	2	2	0
random_9	0	2	12	48	50	2	3	2	1	0
random_9	0	2	13	51	52	2	2	2	2	0
random_9	0	2	14	54	57	2	4	2	1	0
random_9	0	2	15	59	61	2	3	2	1	0
random_9	0	2	16	62	64	2	3	2	2	0
random_9	0	2	17	65	66	2	2	2	2	0
random_9	0	2	18	68	70	2	3	2	2	0
random_9	0	2	19	71	72	2	2	2	1	0
random_9	0	2	20	76	84	2	9	2	3	0
random_9	0	2	21	87	90	2	4	2	0	0
random_9	0	2	22	91	92	2	2	2	2	0
random_9	0	2	23	93	94	2	2	2	2	0
random_9	0	2	24	95	96	2	2	2	2	0
random_9	0	2	25	97	98	2	2	2	1	0
random_9	0	2	26	102	108	2	7	2	3	0
random_9	0	2	27	109	111	2	3	2	1	0
random_9	0	2	28	113	115	2	3	2	2	0
random_9	0	7	0	0	15	7	16	7	6	0
random_9	0	7	1	16	31	7	16	7	8	0
random_9	0	7	2	33	41	7	9	7	6	0
random_9	0	7	3	43	52	7	10	7	6	0
random_9	0	7	4	54	65	7	12	7	6	0
random_9	0	7	5	66	84	7	19	7	8	0
random_9	0	7	6	87	95	7	9	7	5	0
random_9	0	7	7	96	111	7	16	7	7	0
random_9	0	7	8	113	115	2	3	2	2	0
random_9	0	16	0	0	34	16	35	16	16	0
random_9	0	16	1	35	61	16	27	16	15	0
random_9	0	16	2	62	94	16	33	16	16	0
random_9	0	16	3	95	115	10	21	10	11	0
random_9	8	2	0	0	6	2	7	2	2	0
random_9	8	2	1	9	11	2	3	2	1	0
random_9	8	2	2	13	15	2	3	2	3	0
random_9	8	2	3	17	19	2	3	2	3	0
random_9	8	2	4	21	23	2	3	2	1	0
random_9	8	2	5	25	27	2	3	2	1	0
random_9	8	2	6	28	30	2	3	2	1	0
random_9	8	2	7	32	34	2	3	2	2	0
random_9	8	2	8	36	38	2	3	2	2	0
random_9	8	2	9	40	42	2	3	2	2	0
random_9	8	2	10	44	46	2	3	2	2	0
random_9	8	2	11	48	50	2	3	2	1	0
random_9	8	2	12	52	54	2	3	2	2	0
random_9	8	2	13	56	58	2	3	2	2	0
random_9	8	2	14	60	61	2	2	2	0	0
random_9	8	2	15	63	65	2	3	2	2	0
random_9	8	2	16	67	69	2	3	2	1	0
random_9	8	2	17	71	73	2	3	2	2	0
random_9	8	2	18	75	77	2	3	2	1	0
random_9	8	2	19	79	81	2	3	2	0	0
random_9	8	2	20	83	85	2	3	2	1	0
random_9	8	2	21	87	89	2	3	2	0	0
random_9	8	2	22	91	92	2	2	2	2	0
random_9	8	2	23	94	96	2	3	2	3	0
random_9	8	2	24	98	100	2	3	2	1	0
random_9	8	2	25	102	104	2	3	2	1	0
random_9	8	2	26	106	108	2	3	2	1	0
random_9	8	2	27	110	112	2	3	2	1	0
random_9	8	2	28	114	115	2	2	2	2	0
random_9	8	7	0	0	17	7	18	7	8	0
random_9	8	7	1	19	30	7	12	7	4	0
random_9	8	7	2	32	44	7	13	7	8	0
random_9	8	7	3	46	58	7	13	7	7	0
random_9	8	7	4	60	71	7	12	7	7	0
random_9	8	7	5	73	85	7	13	7	4	0
random_9	8	7	6	87	98	7	12	7	7	0
random_9	8	7	7	100	112	7	13	7	5	0
random_9	8	7	8	114	115	2	2	2	2	0
random_9	8	16	0	0	34	16	35	16	16	0
random_9	8	16	1	36	65	16	30	16	18	0
random_9	8	16	2	67	96	16	30	16	14	0
random_9	8	16	3	98	115	10	18	10	8	0
gapped_9	0	2	0	0	1	2	2	2	2	0
gapped_9	0	2	1	2	3	2	2	2	2	0
gapped_9	0	2	2	4	5	2	2	2	2	0
gapped_9	0	2	3	6	8	2	3	2	3	0
gapped_9	0	2	4	9	10	2	2	2	2	0
gapped_9	0	2	5	10	11	2	2	2	2	0
gapped_9	0	2	6	12	253	2	242	2	2	0
gapped_9	0	2	7	254	256	2	3	2	3	0
gapped_9	0	2	8	257	258	2	2	2	2	0
gapped_9	0	2	9	259	260	2	2	2	2	0
gapped_9	0	2	10	261	262	2	2	2	2	0
gapped_9	0	2	11	263	263	2	1	1	2	1
gapped_9	0	2	12	264	265	2	2	2	2	0
gapped_9	0	2	13	506	508	2	3	2	3	0
gapped_9	0	2	14	509	510	2	2	2	2	0
gapped_9	0	2	15	511	512	2	2	2	2	0
gapped_9	0	2	16	513	514	2	2	2	2	0
gapped_9	0	2	17	515	516	2	2	2	2	0
gapped_9	0	2	18	517	517	2	1	1	2	1
gapped_9	0	2	19	518	760	2	243	2	3	0
gapped_9	0	2	20	761	762	2	2	2	2	0
gapped_9	0	2	21	763	764	2	2	2	2	0
gapped_9	0	2	22	765	766	2	2	2	2	0
gapped_9	0	2	23	767	768	2	2	2	2	0
gapped_9	0	2	24	769	770	2	2	2	2	0
gapped_9	0	2	25	770	771	2	2	2	2	0
gapped_9	0	2	26	1013	1014	2	2	2	2	0
gapped_9	0	2	27	1015	1015	2	1	1	2	1
gapped_9	0	2	28	1016	1017	2	2	2	2	0
gapped_9	0	7	0	0	6	7	7	7	7	0
gapped_9	0	7	1	8	253	7	246	7	6	0
gapped_9	0	7	2	254	261	7	8	7	8	0
gapped_9	0	7	3	262	508	7	247	7	7	0
gapped_9	0	7	4	509	515	7	7	7	7	0
gapped_9	0	7	5	516	762	7	247	7	7	0
gapped_9	0	7	6	763	769	7	7	7	7	0
gapped_9	0	7	7	770	1015	7	246	6	6	0
gapped_9	0	7	8	1016	1017	2	2	2	2	0
gapped_9	0	16	0	0	256	16	257	16	17	0
gapped_9	0	16	1	257	512	16	256	16	16	0
gapped_9	0	16	2	513	768	16	256	16	16	0
gapped_9	0	16	3	769	1017	10	249	9	9	0
gapped_9	8	2	0	0	1	2	2	2	2	0
gapped_9	8	2	1	3	23	2	21	2	10	0
gapped_9	8	2	2	42	62	2	21	2	0	0
gapped_9	8	2	3	81	100	2	20	2	0	0
gapped_9	8	2	4	120	139	2	20	2	0	0
gapped_9	8	2	5	159	178	2	20	2	0	0
gapped_9	8	2	6	197	217	2	21	2	0	0
gapped_9	8	2	7	236	256	2	21	2	4	0
gapped_9	8	2	8	275	294	2	20	2	0	0
gapped_9	8	2	9	314	333	2	20	2	0	0
gapped_9	8	2	10	353	372	2	20	2	0	0
gapped_9	8	2	11	391	411	2	21	2	0	0
gapped_9	8	2	12	430	450	2	21	2	0	0
gapped_9	8	2	13	469	488	2	20	2	0	0
gapped_9	8	2	14	508	527	2	20	2	11	0
gapped_9	8	2	15	547	566	2	20	2	0	0
gapped_9	8	2	16	585	605	2	21	2	0	0
gapped_9	8	2	17	624	644	2	21	2	0	0
gapped_9	8	2	18	663	683	2	21	2	0	0
gapped_9	8	2	19	702	721	2	20	2	0	0
gapped_9	8	2	20	741	760	2	20	2	2	0
gapped_9	8	2	21	780	799	2	20	2	0	0
gapped_9	8	2	22	818	838	2	21	2	0	0
gapped_9	8	2	23	857	877	2	21	2	0	0
gapped_9	8	2	24	896	915	2	20	2	0	0
gapped_9	8	2	25	935	954	2	20	2	0	0
gapped_9	8	2	26	974	993	2	20	2	0	0
gapped_9	8	2	27	1012	1015	2	4	2	4	0
gapped_9	8	2	28	1016	1017	2	2	2	2	0
gapped_9	8	7	0	0	81	7	82	7	13	0
gapped_9	8	7	1	100	217	7	118	7	0	0
gapped_9	8	7	2	236	353	7	118	7	13	0
gapped_9	8	7	3	372	488	7	117	7	0	0
gapped_9	8	7	4	508	624	7	117	7	11	0
gapped_9	8	7	5	644	760	7	117	7	2	0
gapped_9	8	7	6	780	896	7	117	7	0	0
gapped_9	8	7	7	915	1015	7	101	7	4	0
gapped_9	8	7	8	1016	1017	2	2	2	2	0
gapped_9	8	16	0	0	256	16	257	16	17	0
gapped_9	8	16	1	275	566	16	292	16	13	0
gapped_9	8	16	2	585	877	16	293	16	13	0
gapped_9	8	16	3	896	1017	10	122	10	6	0
